330564,125712
1788383,295
36157,121773
84737,33621
1565282,35425
1763195,36714
2081340,484081
1788383,508631
483759,36714
1698766,41003
2682135,210468
1162260,21834
4518350,295
483052,10207
1162260,64597
1485623,296
330550,49815
506482,16416
188126,24982
1315401,35394
844602,4653
1314570,12552
563872,34895
722452,149769
2081340,47491
732481,172
2082250,12552
823240,77453
483052,16416
1583877,58622
1763195,16416
951037,35394
84041,12552
1698766,24982
2682135,47491
82864,34895
878861,10450
330550,12552
4518226,375438
330564,18198
482779,85297
792493,24982
406599,406598
1788579,269675
2082034,12552
324143,10450
590642,34895
437717,36938
3008283,264701
437717,16416
