97669,1781853
195198,482965
572977,188569
299505,4518134
48644,1315386
289433,1315386
306224,1669416
1208685,1788565
48129,4518287
48129,1781840
26784,4518209
306224,483426
611116,1669082
289433,4518120
121463,4518304
121463,715183
299505,2909865
97669,3610628
306224,2180410
48644,1969709
108919,1770394
299505,4314503
252366,2108484
306224,3601310
189998,3006511
108919,4311704
195198,4598300
26784,2604534
121463,4466427
189829,3329828
289433,1654551
141009,4093417
97669,2739894
289433,4421538
121463,3908011
108919,1442798
108919,797727
48129,797727
175043,2182483
97669,4433303
289433,289430
189998,1860702
406943,4195556
