21300,1887352
420893,3254028
34312,1887381
78901,1917876
193282,1720809
98942,2788823
459472,2813777
580605,616273
129919,2788783
516333,3751844
459472,616273
578546,1507635
332240,2226754
78901,863656
788612,1507635
98942,2788820
1304853,3254028
97565,1887352
578546,2295521
861,3254028
78901,3254028
327916,3421750
578546,4199546
327916,3024626
2204220,1917876
788612,4199546
23100,2813777
145341,2291441
307173,4296323
1304853,863656
34312,401143
1754,2788781
34312,4296323
788612,2295521
34312,1887352
1754,2788824
420893,1917876
251092,401143
1754,2788783
1754,2788822
129919,2788824
861,863656
400752,1720809
23100,616273
16508,2788823
1095518,1057958
129919,2788822
1304853,1917876
66299,401143
129919,2788781
