Frederick_Seitz,Princeton_University
William_Lipscomb,California_Institute_of_Technology
Frederick_Seitz,Stanford_University
Daniel_Bernoulli,University_of_Basel
Charles_K._Kao,University_of_Greenwich
Raymond_Smullyan,Princeton_University
Amy_Tan,San_Jose_State_University
Anita_Desai,University_of_Delhi
David_Eddings,Reed_College
Robert_Andrews_Millikan,Oberlin_College
Ursula_K._Le_Guin,Radcliffe_College
Heike_Kamerlingh_Onnes,University_of_Groningen
Walter_Houser_Brattain,University_of_Minnesota
Abraham_Robinson,University_of_London
Thomas_Hunt_Morgan,Johns_Hopkins_University
Walter_Houser_Brattain,Whitman_College
Roger_Zelazny,Columbia_University
Tony_Hoare,"Merton_College,_Oxford"
Melinda_Gates,Duke_University
James_Dewar,University_of_Edinburgh
Vint_Cerf,Stanford_University
Robert_Tarjan,California_Institute_of_Technology
C._V._Raman,University_of_Madras
Stephen_Smale,University_of_Michigan
Bruce_Schneier,American_University
Louis_de_Broglie,University_of_Paris
Milan_Kundera,Academy_of_Performing_Arts_in_Prague
Wernher_von_Braun,Technical_University_of_Berlin
Saskia_Sassen,University_of_Notre_Dame
Steven_Pinker,Dawson_College
Stephen_Cook,University_of_Michigan
Robert_Andrews_Millikan,Columbia_University
Ursula_K._Le_Guin,Columbia_University
Vannevar_Bush,Massachusetts_Institute_of_Technology
Gary_Becker,Princeton_University
Carlo_Rubbia,Scuola_Normale_Superiore_di_Pisa
Robert_Tarjan,Stanford_University
Svante_Arrhenius,Stockholm_University
Max_Perutz,University_of_Vienna
Kenneth_Arrow,Columbia_University
Charles_K._Kao,University_of_London
Sidney_Altman,Massachusetts_Institute_of_Technology
Lawrence_Lessig,Yale_Law_School
William_Thurston,New_College_of_Florida
Edward_Witten,Princeton_University
George_Lakoff,Indiana_University
