395721,25891
33881,46634
1781606,53494
1162700,247105
251513,46634
179141,36127
173042,43182
1669505,521100
173042,34895
507975,1481
10205,80587
188126,24982
484041,50044
1788605,16373
83269,270013
188126,1483
590531,84592
379507,80276
484041,43182
83932,35425
523931,452087
408718,124480
406978,7422
83269,71019
1162700,434799
374960,14147
563872,34895
878861,10450
408718,53494
395721,16416
1085275,36489
161718,295
523931,1484
507937,10207
251513,12552
749222,250860
823730,43182
484041,12278
83269,13217
573037,80276
1257592,199856
83932,30627
10205,47931
563872,12551
161718,238312
823730,83638
