111607,101286
1050110,7091
77550,3088
1781606,53494
395721,25891
822515,21834
1257592,199856
763288,24982
173042,43182
77550,163003
161718,238312
482847,83842
406978,7422
1162700,247105
10205,80587
4157468,25891
484041,50044
1788605,16373
505655,384668
505655,11834
3633488,33621
1781606,36715
1050110,23425
484041,43182
482847,15785
884135,48411
523931,452087
2775808,71878
444069,7091
1162700,434799
1889271,1319662
444069,172
1889271,7091
395721,16416
161718,295
523931,1484
3633488,10207
523931,7091
239506,13129
507937,10207
484041,12278
763288,1483
552965,36938
13277,42969
30380,10829
10205,47931
13277,10382
899091,7422
1889271,36127
