330564,125712
1788383,295
84737,33621
1565282,35425
1763195,36714
2081340,484081
1788383,508631
1130185,329666
1698766,41003
2682135,210468
80317,33300
1162260,21834
483052,10207
1162260,64597
330550,49815
506482,16416
188126,24982
330550,125027
483455,32452
1940424,100135
1788383,10830
844602,4653
1314570,12552
84041,12552
722452,149769
2081340,47491
732481,172
338692,117984
483052,16416
1583877,58622
444069,172
1698766,24982
2682135,47491
878861,10450
395721,16416
330550,12552
4518226,375438
330564,18198
482779,85297
792493,24982
406599,406598
1788579,269675
1314570,125027
2082034,12552
10205,47931
324143,10450
437717,36938
84914,10830
437717,16416
484254,484265
