1260329,10829
555153,19534
1314434,26248
555330,122418
1698766,41003
1599597,21716
1314518,624009
1668901,361247
324143,10450
2774836,8013
1162260,64597
1162260,23664
2803794,10830
363683,91895
719441,21716
844602,4653
719441,7060
4392067,117569
726897,8013
1127144,138413
1583877,58622
484378,7422
1609526,58622
1698766,24982
1778879,10830
878861,10450
408718,53494
2774836,7091
1778879,8013
1669029,143813
484378,21716
4518226,375438
330564,18198
1046803,10450
922754,83842
2137801,16416
555153,33518
1162260,21834
922751,124480
726897,38649
2137801,10829
366563,8229
408718,124480
922754,16416
1669349,23425
