330564,125712
2682135,210468
2081340,484081
406599,60241
483249,1483
482779,85297
84737,33621
482779,75607
2082034,28217
590642,38378
331292,8229
1314556,187455
330550,49815
749184,6331
330550,125027
722452,36406
371557,25891
844602,4653
1314570,12552
722452,149769
2081353,129943
2081340,47491
2682135,47491
1314570,125027
1314570,122418
1625514,187455
2081340,220352
1997490,6331
84041,12552
1698766,24982
84737,13193
483089,1483
1788579,124480
330550,12552
1669029,143813
4518226,375438
1504631,10450
406599,32459
330564,18198
1698766,41003
406599,406598
555330,122418
1788579,269675
2082034,12552
84041,143813
408718,124480
293307,124480
48629,12552
483089,34441
