Roger_B._Chaffee,Purdue_University
William_Lipscomb,California_Institute_of_Technology
Frederick_Seitz,Stanford_University
Frank_Drake,Harvard_University
Charles_K._Kao,University_of_Greenwich
Vladimir_Arnold,Moscow_State_University
Robert_S._Mulliken,University_of_Chicago
Josiah_Willard_Gibbs,Yale_University
Svante_Arrhenius,Stockholm_University
Edward_Higgins_White,University_of_Michigan
Walter_Gilbert,University_of_Cambridge
Max_Perutz,University_of_Vienna
William_Vickrey,Yale_University
Svante_Arrhenius,Uppsala_University
Walter_Gilbert,Harvard_University
Jacobus_Henricus_van_'t_Hoff,Delft_University_of_Technology
William_Vickrey,Columbia_University
Jacobus_Henricus_van_'t_Hoff,University_of_Bonn
Lynn_Margulis,University_of_Chicago
Roger_B._Chaffee,Illinois_Institute_of_Technology
Charles_K._Kao,University_College_London
James_Dewar,University_of_Edinburgh
Robert_Urich,Florida_State_University
Robert_Tarjan,California_Institute_of_Technology
C._V._Raman,University_of_Madras
Frank_Drake,Cornell_University
Louis_de_Broglie,University_of_Paris
William_Thurston,"University_of_California,_Berkeley"
Frederick_Seitz,Princeton_University
Wernher_von_Braun,Technical_University_of_Berlin
Robert_Urich,Michigan_State_University
Robert_Andrews_Millikan,Columbia_University
William_Lipscomb,University_of_Kentucky
Vannevar_Bush,Massachusetts_Institute_of_Technology
Jacobus_Henricus_van_'t_Hoff,University_of_Paris
Lars_Onsager,Yale_University
Carlo_Rubbia,Scuola_Normale_Superiore_di_Pisa
Robert_Tarjan,Stanford_University
Charles_K._Kao,University_of_London
Thomas_Young_(scientist),University_of_Edinburgh_Medical_School
Gerard_Kuiper,Leiden_University
Sidney_Altman,Massachusetts_Institute_of_Technology
Edward_Witten,Brandeis_University
Anthony_Zinni,Central_Michigan_University
Lars_Onsager,Norwegian_University_of_Science_and_Technology
Barbara_McClintock,Cornell_University
Edward_Witten,Princeton_University
William_Thurston,New_College_of_Florida
Walter_Houser_Brattain,University_of_Minnesota
