Bill_Gates	title	The_World's_Billionaires
Bill_Gates	title	CEO_of_Microsoft
Bill_Gates	title	Chairman_of_Microsoft
Bill_Gates	website	www.gatesnotes.com
Bill_Gates	name	Bill_Gates
Bill_Gates	years	1975
Bill_Gates	years	1996
Bill_Gates	years	2009
Bill_Gates	years	2014
Bill_Gates	caption	Gates_in_June_2015.
Bill_Gates	birth_place	Seattle,_Washington,_U.S.
Bill_Gates	active_years_start_year	1975-01-01T00:00:00-07:00
Bill_Gates	nationality	American
Bill_Gates	birth_date	1955-10-28
Bill_Gates	birth_name	William_Henry_Gates_III
Bill_Gates	birth_year	1955-01-01T00:00:00-07:00
Bill_Gates	spouse	1994
Bill_Gates	spouse	Melinda_Gates
Bill_Gates	birth_place	United_States
Bill_Gates	birth_place	Washington_(state)
Bill_Gates	birth_place	Seattle
Bill_Gates	board	Microsoft
Bill_Gates	board	Berkshire_Hathaway
Bill_Gates	boards	Microsoft
Bill_Gates	boards	Berkshire_Hathaway
Bill_Gates	years_active	1975
Bill_Gates	net_worth	77200000000
Bill_Gates	networth_($)	8.11E10
Bill_Gates	alma_mater	Harvard_University
Bill_Gates	children	3
Bill_Gates	parents	William_H._Gates,_Sr.
Bill_Gates	parents	Mary_Maxwell_Gates
Bill_Gates	residence	Medina,_Washington
Bill_Gates	residence	Medina,_Washington,_U.S.
Bill_Gates	individualised_GND_number	119081199
Bill_Gates	parent	William_H._Gates,_Sr.
Bill_Gates	parent	Mary_Maxwell_Gates
Bill_Gates	VIAF_Id	102370574
Bill_Gates	alt	Head_and_shoulders_photo_of_Bill_Gates
Bill_Gates	alias	Gates,_William_Henry,_III
Bill_Gates	occupation	Technology_Advisor_of_Microsoft
Bill_Gates	occupation	Co-Chair_of_the_Bill_&_Melinda_Gates_Foundation
Bill_Gates	occupation	CEO_of_Cascade_Investment
Bill_Gates	occupation	Chair_of_Corbis
Bill_Gates	occupation	Microsoft
Bill_Gates	occupation	Corbis
Bill_Gates	occupation	Bill_&_Melinda_Gates_Foundation
Bill_Gates	occupation	Cascade_Investment
Bill_Gates	occupation	Bill_Gates__1
Bill_Gates	occupation	Bill_Gates__2
Bill_Gates	occupation	Bill_Gates__3
Bill_Gates	occupation	Bill_Gates__4
watch?v=lK_HThS8DZo#t=5m20s	people	Bill_Gates
List_of_Scouts	name	Bill_Gates
Altair_BASIC	developer	Bill_Gates
DONKEY.BAS	developer	Bill_Gates
List_of_Americans_of_English_descent	caption	Bill_Gates
Warren_Buffett	after	Bill_Gates
Carlos_Slim	after	Bill_Gates
Corbis	owner	Bill_Gates
GAMCO_Investors	owner	Bill_Gates
NEOS_GeoSolutions	owner	Bill_Gates
Cascade_Investment	key_person	Bill_Gates
Microsoft	key_people	Bill_Gates
Cascade_Investment	key_people	Bill_Gates
Melinda_Gates	spouse	Bill_Gates
Carlos_Slim	before	Bill_Gates
John_W._Thompson	before	Bill_Gates
Cascade_Investment	founder	Bill_Gates
BgC3	founder	Bill_Gates
William_H._Gates,_Sr.	children	Bill_Gates
Mary_Maxwell_Gates	children	Bill_Gates
Corbis	owning_company	Bill_Gates
GAMCO_Investors	owning_company	Bill_Gates
NEOS_GeoSolutions	owning_company	Bill_Gates
Color_BASIC	designer	Bill_Gates
William_H._Gates,_Sr.	child	Bill_Gates
Mary_Maxwell_Gates	child	Bill_Gates
The_Road_Ahead_(Bill_Gates_book)	author	Bill_Gates
Microsoft	founded_by	Bill_Gates
Cascade_Investment	founded_by	Bill_Gates
Microsoft	founders	Bill_Gates
Bill_&_Melinda_Gates_Foundation	founders	Bill_Gates
Oasis_Academy_Hadley	houses	Bill_Gates
Microsoft	type	Public_company
Microsoft	name	Microsoft_Corporation
Microsoft	display	Microsoft
Microsoft	symbol	MSFT
Microsoft	services	Bing
Microsoft	services	Xbox_Live
Microsoft	services	MSN
Microsoft	services	Microsoft_Developer_Network
Microsoft	services	Outlook.com
Microsoft	services	OneDrive
Microsoft	services	Microsoft_TechNet
Microsoft	services	*
Microsoft	revenue_($)	9.358E10
Microsoft	revenue_($)	8.683E10
Microsoft	revenue	9.358E10
Microsoft	net_income_($)	2.207E10
Microsoft	net_income	1.219E10
Microsoft	area_served	Worldwide
Microsoft	number_of_employees	118584
Microsoft	number_of_employees	128076
Microsoft	num_employees	118584
Microsoft	assets_($)	1.7238E11
Microsoft	assets	1.7622E11
Microsoft	key_person	John_W._Thompson
Microsoft	key_people	Satya_Nadella
Microsoft	key_people	John_W._Thompson
Microsoft	key_people	Brad_Smith
Microsoft	founding_date	1975-04-04
Microsoft	product	Microsoft_Windows
Microsoft	product	Microsoft_Office
Microsoft	product	Xbox
Microsoft	product	Skype
Microsoft	product	Microsoft_Visual_Studio
Microsoft	product	Microsoft_Surface
Microsoft	product	Microsoft_Azure
Microsoft	product	Microsoft_Dynamics
Microsoft	product	Microsoft_Servers
Microsoft	product	Microsoft_Mobile
Microsoft	product	List_of_Microsoft_software_applications
Microsoft	products	Microsoft_Windows
Microsoft	products	Microsoft_Office
Microsoft	products	Xbox
Microsoft	products	Skype
Microsoft	products	Microsoft_Visual_Studio
Microsoft	products	Microsoft_Surface
Microsoft	products	Microsoft_Azure
Microsoft	products	Microsoft_Dynamics
Microsoft	products	Microsoft_Servers
Microsoft	products	Microsoft_Mobile
Microsoft	products	List_of_Microsoft_software
Microsoft	products	*
Microsoft	commons	Category:Microsoft
Microsoft	foundation	United_States
Microsoft	foundation	New_Mexico
Microsoft	foundation	Albuquerque,_New_Mexico
Microsoft	founding_year	1975-01-01T00:00:00-07:00
Microsoft	foundation_place	United_States
Microsoft	foundation_place	New_Mexico
Microsoft	foundation_place	Albuquerque,_New_Mexico
Microsoft	location_country	U.S.
Microsoft	hoovers	Microsoft_Corporation.c86cc6059119a54b
Microsoft	sec_cik	789019
Microsoft	VIAF_Id	148809628
Microsoft	subsid	List_of_mergers_and_acquisitions_by_Microsoft
Microsoft	industry	Computer_hardware
Microsoft	industry	Consumer_electronics
Microsoft	industry	Software
Microsoft	equity_($)	8.978E10
Microsoft	equity	8.008E10
Microsoft	founded_by	Paul_Allen
Microsoft	location_city	Redmond,_Washington
Microsoft	location_city	Microsoft_Redmond_Campus
Microsoft	operating_income_($)	2.776E10
Microsoft	operating_income	1.816E10
Microsoft	LCCN_Id	810571
Microsoft	subsidiary	List_of_mergers_and_acquisitions_by_Microsoft
Microsoft	traded_as	Dow_Jones_Industrial_Average
Microsoft	traded_as	NASDAQ-100
Microsoft	traded_as	S&P_500_Index
Microsoft	homepage	
Microsoft	service	Bing
Microsoft	service	MSN
Microsoft	service	Microsoft_Developer_Network
Microsoft	service	Outlook.com
Microsoft	service	OneDrive
Microsoft	service	Microsoft_TechNet
Microsoft	founders	Paul_Allen
Microsoft	logo_alt	Introduced_in_2012,_Microsoft's_logo_consists_of_a_square_divided_into_four_sub-squares_colored_red,_green,_yellow_and_blue
Active_Directory_Explorer	author	Microsoft
AmigaBASIC	author	Microsoft
Altair_BASIC	author	Microsoft
ActiveX	author	Microsoft
Microsoft_Safety_Scanner	author	Microsoft
Channel_9_(Microsoft)	author	Microsoft
Office_Online	author	Microsoft
Microsoft_Pascal	author	Microsoft
C++_AMP	author	Microsoft
Windows_for_Pen_Computing	author	Microsoft
Microsoft_Comic_Chat	author	Microsoft
Microsoft_Popfly	author	Microsoft
Open_Management_Infrastructure	author	Microsoft
MSAV	author	Microsoft
System_Center_Advisor	author	Microsoft
Windows_Insider	author	Microsoft
Microsoft_Pinpoint	author	Microsoft
Microsoft_Sort	author	Microsoft
816582p1.html	author	Microsoft
default.mspx	author	Microsoft
cc723472.aspx	author	Microsoft
secured-boot-measured-boot.docx	author	Microsoft
dn344918.aspx	author	Microsoft
05-07ngscb.aspx	author	Microsoft
trusted03.mspx	author	Microsoft
04-20managementsummit.aspx	author	Microsoft
secure-start_tech.doc	author	Microsoft
lifecycle?sort=ES&alpha=Windows%2098	author	Microsoft
