917,167223
26804,340972
37768,25979
50500,65026
8566,3649
35985,497
30673,9176
16333,2081627
52783,45772
30673,267313
34186,25914
22257,14157
6175,5056
45568,1127
149166,68687
9063,17036
917,836456
16333,506782
47006,43385
3090,3091
485,20099
50500,351093
47006,319816
9111,9112
40753,40662
10648,1979820
115257,1765
1345,1210
431,432
45568,46669
19044,17300
137285,32651
9320,9319
10648,2304
13079,12981
190896,49134
50500,4625
25292,25293
917,8971
1075,1076
6175,7088
258,259
