14868,335
6671,110006
50500,506776
3229,95
39234,98813
7988,4107356
50500,65026
25292,284601
8566,3649
6006,747
30673,9176
752,240496
52783,45772
261,262
118857,508028
37768,25979
9063,17036
746,234701
42335,13199
47006,43385
3090,3091
506671,508028
132,2336
119039,508028
44823,2202
6671,3560
119039,3420189
7988,2132041
7988,234701
137285,32651
752,146661
746,421549
10648,2304
13079,12981
746,146661
190896,49134
118857,408210
50500,4625
10801,2334
6006,146661
25292,25293
39234,39235
1075,1076
7988,2806552
50500,363308
