10172,549406
71128,276298
27177,177616
83366,83367
48598,48595
83269,1131014
35119,674612
248064,557870
16576,330982
73283,265977
222787,1513595
35427,330995
148045,1781856
916692,106933
35125,36311
364376,1288313
106933,916692
265977,73283
189847,189848
779066,436295
41190,818697
161709,161716
451364,2278108
97062,240911
222732,293193
161709,161717
30760,83323
36319,506133
674652,2280404
35426,1328227
30760,9469
778987,1068413
461530,106933
101122,506741
345911,460389
930969,737225
1315132,1315027
461536,1328378
276300,83370
591630,591631
99374,461366
