10172,549406
83370,276300
71128,276298
27177,177616
83366,83367
48598,48595
1328378,461536
35119,674612
16576,330982
83374,567096
187976,430407
302668,396707
222787,1513595
35427,330995
148045,1781856
834840,834841
35125,36311
106933,916692
590440,161038
189847,189848
41190,818697
726093,407038
451364,2278108
97062,240911
222732,293193
187976,727179
161709,161717
30760,83323
36319,506133
83269,1131014
1315132,1315027
35426,1328227
30760,9469
161709,161716
461530,106933
101122,506741
345911,460389
779583,779569
21989,1788605
35027,35233
33394,1315134
1288313,364376
591630,591631
