368432,2943759
27177,177616
9736,502737
48598,48595
83269,1131014
674545,1683496
83374,567096
73283,265977
76737,1314914
148045,1781856
35125,36311
364376,1288313
106933,916692
1315027,1315132
189847,189848
161275,39584
114711,542792
41190,818697
18872,510839
726093,407038
674545,674544
222732,293193
33394,1315134
84380,84383
30760,83323
36319,506133
35426,1328227
213266,2081889
461530,106933
101122,506741
76736,76737
719334,1787312
21989,1788605
451364,2278108
14248,456547
1420893,1420894
241401,211693
461536,1328378
76737,371923
1257592,322290
128949,319399
