2192539,215331
633694,143447
58226,97669
121570,19724
35391,1314279
290941,1624977
79967,276624
19724,121570
1314280,673101
484045,484041
84117,97180
76736,76737
2081642,1253906
673101,1314280
1314279,35391
221501,391423
67705,443042
97669,58226
97180,84117
831002,1669137
1669137,831002
1624977,290941
76737,76736
443042,67705
989750,196096
1781260,166194
166194,1781260
484121,484123
4440360,83949
254008,19296
24127,269954
3889067,176051
669301,851984
391423,221501
3622245,3622244
691469,49593
19296,254008
1253906,2081642
1722634,1722632
196096,989750
190765,39760
20500,656423
246336,114711
375726,1593014
2907694,3316887
836233,836232
461003,461004
1593014,375726
887273,903222
