10172,549406
83370,276300
71128,276298
27177,177616
83366,83367
48598,48595
83269,1131014
35119,674612
793026,30268
83374,567096
148045,1781856
364376,1288313
106933,916692
2776766,119115
189847,189848
41190,818697
726093,407038
451364,2278108
97062,240911
222732,293193
33394,1315134
161709,161717
30760,83323
36319,506133
16576,330982
35426,1328227
30760,9469
778987,1068413
461530,106933
101122,506741
76736,76737
345911,460389
21989,1788605
1315132,1315027
3255159,1292639
161717,161709
1420893,1420894
461536,1328378
591630,591631
99374,461366
320568,76737
