1,Bill Gates is the founder of Microsoft.,T,T
2,Steve Jobs is the founder of Apple.,T,T
3,Larry Page is the founder of Google.,T,F
4,Sergey Brin is the founder of Google.,T,T
5,Steve Wozniak is the founder of Apple.,T,F
6,Paul Allen is the founder of Microsoft.,T,T
7,Mark ZuckerBerg is the founder of Facebook.,T,T
8,Elon Musk is the founder of Tesla.,T,T
9,Elon Musk is the founder of SpaceX.,T,T
10,Elon Musk is the founder of Paypal.,T,T
21,Jeff Bezos is the founder of Amazon.,T,T
22,Gordon Moore is the founder of Intel.,T,T
23,Jack Dorsey is the founder of Twitter.,T,F
24,Diane Greene is the founder of VMWare.,T,F
25,Travis Kalanick is the founder of Uber.,T,T
11,Bill Gates is the founder of Apple.,F,F
12,Steve Jobs is the founder of Microsoft.,F,F
13,Larry Page is the founder of Apple.,F,F
14,Sergey Brin is the founder of Microsoft.,F,F
15,Steve Wozniak is the founder of Google.,F,F
16,Paul Allen is the founder of Google.,F,F
17,Mark ZuckerBerg is the founder of Tesla.,F,F
18,Elon Musk is the founder of Facebook.,F,F
19,Elon Musk is the founder of Apple.,F,F
20,Elon Musk is the founder of Google.,F,F
26,Jeff Bezos is the founder of Tesla.,F,F
27,Jack Dorsey is the founder of Intel.,F,F
28,Gordon Moore is the founder of Twitter.,F,F
29,Diane Greene is the founder of Uber.,F,F
30,Travis Kalanick is the founder of Facebook.,F,F
31,J.S Watson is the founder of SpaceX.,"F""",F
