1315022,38543
330564,2865
2081974,4775
36157,86611
2081353,4539
1889271,10377
2082123,12098
10205,10463
393956,69
173042,69
483967,277
2082123,1090857
2081741,4539
444069,45951
506482,2632
324143,10377
1788383,2486
1050110,636
523931,636
482847,277
4518089,11340
652385,45951
1625698,35232
437717,1286
82864,44498
216438,10499
483526,431
36338,1678
3008283,220858
84905,6153
216438,73767
113703,2785
483967,69
1668803,10438
36338,21615
393730,11419
175552,49683
84108,5229
33720,19990
507937,13218
92992,33608
4518089,11343
196096,5161
10205,1210
84737,7430
393730,166730
1668803,277
