4620,1518873
4564,67599
43687,656889
2632,69
55712,1149039
22701,157082
2269976,465283
51959,1026
35737,383261
492,53
194670,46187
24581,11631
24877,14057
171232,26617
101283,383261
4207,4457
20480,3862
43687,10444
13328,27965
4564,2817
29856,29857
29788,157082
85998,12734
3324,10457
35900,13794
47536,4533
4678,129071
10032,83348
17930,224
109180,12060
303271,784802
100466,16323
93212,157082
15742,22561
307822,4620
10439,8819
10662,6092
367180,21592
29856,465283
93435,5084
42741,1518873
3324,784802
8728,8729
12092,637
35900,1984685
524767,129071
8425,1251
29788,16468
30347,11629
