2632,69
22701,157082
13177,4509467
34022,293
51959,1026
492,53
18795,9763
10387,221
24581,11631
17821,45607
85998,12734
75563,8981
171232,26617
3466,213984
4207,4457
16756,4394
4612,30010
23414,491
43687,10444
13328,27965
7660,4659
4458,4460
29788,157082
99158,3140
12626,8590
3324,10457
12835,348
47536,4533
10032,83348
69292,421161
17930,224
26778,585552
29788,16468
24877,14057
23003,1984033
93212,157082
15742,22561
69292,20108
10439,8819
10662,6092
49170,1508
93435,5084
10146,10148
26778,1570615
12092,637
97,98
1828,106
1480,3022
30347,11629
