1507,1781951
84937,20107
10146,10148
34022,293
28593,1593692
51959,1026
45459,421161
28593,1593959
492,53
18795,9763
10387,221
17821,45607
24877,14057
75563,8981
134995,3248
16756,4394
100340,22123
43687,10444
13328,27965
7660,4659
4612,30010
29856,29857
99158,3140
12626,8590
3324,10457
35900,13794
12835,348
47536,4533
16639,1593692
69292,421161
4207,4457
109180,12060
1345,1210
100466,16323
38030,409347
69292,20108
10439,8819
10662,6092
49170,1508
29856,465283
93435,5084
409347,54364
97,98
1828,106
8425,1251
29788,16468
1480,3022
30347,11629
