"Boise,_Idaho",Idaho_Territory
"Washington,_D.C.",United_States
"Monterey,_California",Alta_California
"Tucson,_Arizona",Arizona_Territory
"Harrisburg,_Pennsylvania",Pennsylvania
"Sacramento,_California",California
Indianapolis,Indiana
"Madison,_Wisconsin",Wisconsin
"Saint_Paul,_Minnesota",Minnesota
"Charleston,_West_Virginia",West_Virginia
"San_Juan,_Puerto_Rico",Puerto_Rico
Oklahoma_City,Oklahoma
"Olympia,_Washington",Washington_(state)
"Providence,_Rhode_Island",Rhode_Island
"Tallahassee,_Florida",Florida
"Boise,_Idaho",Idaho
"Lincoln,_Nebraska",Nebraska
Atlanta,Georgia_(U.S._state)
"Cheyenne,_Wyoming",Wyoming
"Phoenix,_Arizona",Arizona_Territory
"Jackson,_Mississippi",Mississippi
"Salem,_Oregon",Oregon
Denver,Colorado
"Carson_City,_Nevada",Nevada
"Richmond,_Virginia",Virginia
"Santa_Fe,_New_Mexico",New_Mexico_Territory
"Phoenix,_Arizona",Arizona
"Golden,_Colorado",Colorado_Territory
"Columbia,_South_Carolina",South_Carolina
"Prescott,_Arizona",Arizona_Territory
"Bismarck,_North_Dakota",North_Dakota
Honolulu,Hawaii
"Nashville,_Tennessee",Tennessee
"Lansing,_Michigan",Michigan
Denver,Colorado_Territory
"Carson_City,_Nevada",Nevada_Territory
"Little_Rock,_Arkansas",Arkansas
"Baton_Rouge,_Louisiana",Louisiana
Boston,Massachusetts
"Austin,_Texas",Texas
"Columbus,_Ohio",Ohio
Salt_Lake_City,Utah
"Raleigh,_North_Carolina",North_Carolina
