84937,20107
43687,656889
4458,4460
894717,252402
4458,96977
2632,69
55712,1149039
34022,293
51959,1026
35737,383261
492,53
85452,9861
20333,20334
17930,224
24581,11631
131023,1593160
10439,32309
344670,21945
101283,383261
4207,4457
16756,4394
23414,491
43687,10444
13328,27965
29856,29857
99158,3140
16756,951602
3324,10457
35900,13794
12835,348
12626,8590
160866,656889
85998,12734
12626,383261
10387,221
15742,22561
69292,20108
10439,8819
93435,5084
49170,1508
131023,1233919
12092,637
35900,1984685
97,98
1828,106
26778,585552
