585569,26884
1273177,1273176
1280773,213826
806252,820832
258148,258147
571422,820832
263846,353248
2841714,820832
1194555,1194554
2574665,3035164
2830809,2830808
1788056,1936439
2063035,2063032
2938060,820832
60914,4100544
33277,1858847
1392219,1858847
1458286,4308616
659950,2470298
346467,9904
822327,359018
483175,3323130
121057,121061
3281343,3281342
1331178,81228
12137,4446351
242366,3457639
121014,361706
874922,361706
2515992,543045
619861,4492815
487076,2047830
331919,372340
184534,121061
1506085,2103695
1165626,3605804
1558411,19603
2323729,3015453
3820000,634483
1535401,1535399
1640816,1640815
2201640,2201639
308832,158949
2784982,543045
4530679,543045
590226,194621
240822,16747
