John_Gilmore_(activist),Electronic_Frontier_Foundation
Paul_Allen,Microsoft
David_Packard,Hewlett-Packard
Sergey_Brin,Google
Scott_McNealy,Sun_Microsystems
Vinod_Khosla,Sun_Microsystems
Larry_Page,Google
Mitch_Kapor,Electronic_Frontier_Foundation
Ivan_Sutherland,Evans_&_Sutherland
Nolan_Bushnell,"Atari,_Inc."
Gordon_Moore,Intel
Gabe_Newell,Valve_Corporation
Mike_Lazaridis,BlackBerry_Limited
John_Romero,Id_Software
Paul_Allen,Vulcan_Inc.
Bill_Gates,Microsoft
Melinda_Gates,Bill_&_Melinda_Gates_Foundation
Will_Wright_(game_designer),Maxis
Thomas_Edison,General_Electric
Steve_Case,AOL
John_Perry_Barlow,Electronic_Frontier_Foundation
David_Geffen,DreamWorks
Elon_Musk,Tesla_Motors
Steven_Spielberg,DreamWorks
Bill_Gates,Bill_&_Melinda_Gates_Foundation
Bill_Joy,Sun_Microsystems
Steve_Wozniak,Apple_Inc.
Robert_Noyce,Intel
Brewster_Kahle,Alexa_Internet
Steve_Jobs,Apple_Inc.
Jeffrey_Katzenberg,DreamWorks
Richard_Branson,Virgin_Group
Rupert_Murdoch,Sky_plc
