John_Gilmore_(activist),Electronic_Frontier_Foundation
Paul_Allen,Microsoft
David_Packard,Hewlett-Packard
Sergey_Brin,Google
Scott_McNealy,Sun_Microsystems
Vinod_Khosla,Sun_Microsystems
Larry_Page,Google
Mitch_Kapor,Electronic_Frontier_Foundation
Chester_Carlson,Xerox
Ivan_Sutherland,Evans_&_Sutherland
Nolan_Bushnell,"Atari,_Inc."
Gordon_Moore,Intel
Mike_Lazaridis,BlackBerry_Limited
Paul_Allen,Vulcan_Inc.
Charles_Wang,CA_Technologies
Elihu_Thomson,General_Electric
Steve_Case,AOL
Elon_Musk,Tesla_Motors
Bill_Joy,Sun_Microsystems
Steve_Wozniak,Apple_Inc.
Robert_Noyce,Intel
"Donald_Wills_Douglas,_Sr.",RAND_Corporation
