316054,28249
806252,820832
258148,258147
2938060,820832
1788056,1936439
2063035,2063032
822327,359018
483175,3323130
121057,121061
242366,3457639
184534,121061
359018,673335
3820000,634483
1535401,1535399
3483768,714709
2562300,1528048
34517,1346583
231707,1106287
260395,59793
1376091,4641624
2818608,1128142
1131166,1131164
226057,3947754
529013,529012
634954,4184024
345562,3397517
551648,312818
1035762,4492815
2229680,1583789
552869,341640
698473,140008
66434,2285245
232070,2379862
439910,929595
139507,2441376
1458283,4308616
138549,2068990
296786,2285245
1131165,1131164
251270,1289819
173987,173986
294136,704120
494097,494096
1006597,4016860
