2873435,10032
60009,1677
452057,10032
87028,10377
1075451,10377
3430690,1541
1937917,8425
3870337,19412
468014,513886
899095,10377
806715,7660
501581,7660
52623,526
119072,526
50137,1541
483791,8425
2865855,10377
352946,526
1749560,3324
2164106,10032
450062,10032
15729,513886
699052,10032
1802612,66395
1124132,8425
3323,3324
1453466,1541
2753283,1677
137803,1541
1847349,45568
363901,7660
2014483,1677
61746,526
900630,1677
810407,9967
884657,36508
1779401,8425
180457,1677
251419,8425
626297,1541
4333678,9967
1993336,19412
3587078,8659
250278,10377
1075451,3324
252327,7660
861712,7660
200471,45568
