BMC_Software,Houston
19_Entertainment,Los_Angeles
Molson_Coors_Brewing_Company,Montreal
Gemalto,Amsterdam
Khazanah_Nasional,Kuala_Lumpur
Nexon,Berlin
Bultaco,Barcelona
TMS_Entertainment,"Nakano,_Tokyo"
SNC-Lavalin,Montreal
BellSouth,Atlanta
Central_European_Media_Enterprises,Amsterdam
Pegaso,Barcelona
Siemens,Berlin
Philips,Amsterdam
Phillips_66,Houston
Borland,"Austin,_Texas"
Fido_Solutions,Montreal
Stanford_Financial_Group,Houston
Native_Instruments,Berlin
Mitsubishi_Fuso_Truck_and_Bus_Corporation,"Kawasaki,_Kanagawa"
Rio_Tinto_Alcan,Montreal
KBR_(company),Houston
Tamron,"Saitama,_Saitama"
National_Instruments,"Austin,_Texas"
Tele-Communications_Inc.,Denver
Actavis,Dublin
Bombardier_Transportation,Berlin
Maxis_Communications,Kuala_Lumpur
Cox_Media_Group,Atlanta
Experian,Dublin
Universal_Music_Latin_Entertainment,Los_Angeles
Accenture,Dublin
Rollei,Hamburg
Chichibu_Railway,"Kumagaya,_Saitama"
Equifax,Atlanta
Media_Prima,Kuala_Lumpur
Prodigy_(online_service),"Austin,_Texas"
New_Japan_Pro_Wrestling,"Nakano,_Tokyo"
Ingersoll_Rand,Dublin
AT&T_Labs,"Austin,_Texas"
Trafigura,Amsterdam
Beiersdorf,Hamburg
La_Caixa,Barcelona
Applebee's,"Kansas_City,_Missouri"
Molson_Coors_Brewing_Company,Denver
Chipotle_Mexican_Grill,Denver
EarthLink,Atlanta
Sigma_Corporation,"Kawasaki,_Kanagawa"
Hostess_Brands,"Kansas_City,_Missouri"
Telekom_Malaysia,Kuala_Lumpur
HNTB,"Kansas_City,_Missouri"
