Chicago_Mercantile_Exchange,Chicago
Citgo,Houston
Microsoft_Studios,"Redmond,_Washington"
Jack_in_the_Box,San_Diego
New_Era_Cap_Company,"Buffalo,_New_York"
EarthLink,Atlanta
Lattice_Semiconductor,"Portland,_Oregon"
BellSouth,Atlanta
RR_Donnelley,Chicago
Atari_Games,"Milpitas,_California"
Harpo_Productions,Chicago
Summit_Entertainment,"Santa_Monica,_California"
Wind_River_Systems,"Alameda,_California"
Tengen_(company),"Milpitas,_California"
Capitol_Music_Group,Los_Angeles
MillerCoors,Chicago
BMC_Software,Houston
Saban_Capital_Group,Los_Angeles
Meijer,"Grand_Rapids,_Michigan"
Magnatune,"Berkeley,_California"
Portland_General_Electric,"Portland,_Oregon"
Stanford_Financial_Group,Houston
Akamai_Technologies,"Cambridge,_Massachusetts"
Lotus_Software,"Cambridge,_Massachusetts"
KBR_(company),Houston
General_Atomics,San_Diego
Artisan_Entertainment,"Santa_Monica,_California"
Chipotle_Mexican_Grill,Denver
Infocom,"Cambridge,_Massachusetts"
Bright_House_Networks,"Syracuse,_New_York"
Harmonix,"Cambridge,_Massachusetts"
New_World_Computing,"Agoura_Hills,_California"
Tele-Communications_Inc.,Denver
A.D._Vision,Houston
Cognos,Ottawa
Latham_&_Watkins,Los_Angeles
M&T_Bank,"Buffalo,_New_York"
Cox_Media_Group,Atlanta
Arthur_Andersen,Chicago
19_Entertainment,Los_Angeles
Equifax,Atlanta
BBN_Technologies,"Cambridge,_Massachusetts"
Freightliner_Trucks,"Portland,_Oregon"
Safaricom,Nairobi
Miramax,"Santa_Monica,_California"
WebEx,"Milpitas,_California"
Buffalo_Wild_Wings,Minneapolis
Molson_Coors_Brewing_Company,Denver
Williams_Street,Atlanta
Roadside_Attractions,Los_Angeles
Intersil,"Milpitas,_California"
