2873435,10032
452057,10032
87028,10377
1075451,10377
22747,30383
85475,636
2449129,45951
861712,7660
806715,7660
1412434,1480
501581,7660
141968,636
981303,636
146776,16422
866125,636
2576396,16741
748843,16422
873600,35322
2865855,10377
3254784,1507
3411466,20299
1106829,20299
3934571,636
2164106,10032
699052,10032
1749560,3324
97444,20299
173399,20299
3323,3324
450062,10032
954409,1480
900290,1480
363901,7660
2578138,1480
1788409,1507
241719,7430
1582721,1507
1640584,20299
2424157,11600
9983,1507
250278,10377
1075451,3324
252327,7660
899095,10377
