719,10662
1412434,1480
47976,84822
1937917,8425
3655496,29697
27468,52
62974,10662
2449129,45951
861712,7660
806715,7660
1480907,7526
2177329,1480
2242863,10377
2215099,8425
50137,1541
10373,10662
2576396,16741
47182,10662
873600,35322
2865855,10377
3411466,20299
1106829,20299
3934571,636
529306,8589
164710,3252
6770,636
19181,52
173399,20299
4336125,1345
3323,3324
954409,1480
87253,52
900290,1480
97675,3252
3587078,8659
138893,338
158691,10377
323119,7660
1927789,1025
1779401,8425
2939332,1541
663028,41434
3419069,99158
26833,24873
162849,52
250278,10377
2873435,10032
2803884,636
1015875,636
97201,8589
