1788672,43687
310447,503940
47976,84822
1860890,27289
1937917,8425
1847349,45568
85475,636
861712,7660
502037,27289
2288606,118945
501581,7660
180235,41434
119072,526
1526548,1025
634572,66208
994195,41434
1006643,8589
1242918,3252
866125,636
483791,8425
178564,1025
481949,189925
3411466,20299
352946,526
1106829,20299
1075451,3324
97444,20299
22498,52
173399,20299
1124132,8425
3323,3324
2803271,25092
54801,25092
10569,636
2616252,146342
411079,27289
1640584,20299
1779401,8425
605896,52
4576667,10438
663028,41434
251419,8425
212879,27289
195029,526
2873435,10032
981303,636
573156,7660
1015875,636
1778235,41434
