Arthur_Andersen,Chicago
Chicago_Mercantile_Exchange,Chicago
CompuServe,"Columbus,_Ohio"
Gemalto,Amsterdam
Hoover's,"Austin,_Texas"
Deutsche_Telekom,Bonn
SNC-Lavalin,Montreal
BellSouth,Atlanta
RR_Donnelley,Chicago
Harpo_Productions,Chicago
Dollarama,Montreal
Head_(company),Amsterdam
Wind_River_Systems,"Alameda,_California"
Tengen_(company),"Milpitas,_California"
Philips,Amsterdam
MillerCoors,Chicago
Borland,"Austin,_Texas"
Sbarro,"Columbus,_Ohio"
Ally_Financial,Detroit
Meijer,"Grand_Rapids,_Michigan"
Fido_Solutions,Montreal
Parke-Davis,Detroit
Akamai_Technologies,"Cambridge,_Massachusetts"
Lotus_Software,"Cambridge,_Massachusetts"
AkzoNobel,Amsterdam
Power_Corporation_of_Canada,Montreal
BMC_Software,Houston
Infocom,"Cambridge,_Massachusetts"
Harmonix,"Cambridge,_Massachusetts"
National_Instruments,"Austin,_Texas"
Tele-Communications_Inc.,Denver
The_Limited,"Columbus,_Ohio"
"DSW,_Inc.","Columbus,_Ohio"
Bath_&_Body_Works,"Columbus,_Ohio"
Bell_Canada,Montreal
Compuware,Detroit
Equifax,Atlanta
BBN_Technologies,"Cambridge,_Massachusetts"
Prodigy_(online_service),"Austin,_Texas"
TomTom,Amsterdam
WebEx,"Milpitas,_California"
AT&T_Labs,"Austin,_Texas"
DHL_Express,Bonn
Deutsche_Post,Bonn
New_Era_Cap_Company,"Buffalo,_New_York"
KBR_(company),Houston
Chipotle_Mexican_Grill,Denver
EarthLink,Atlanta
First_Data,Atlanta
Intersil,"Milpitas,_California"
Hostess_Brands,"Kansas_City,_Missouri"
