1788672,43687
452057,10032
47976,84822
4218554,8589
591903,301
2449129,45951
981303,636
4429692,52
2288606,118945
1006643,8589
501581,7660
2904370,636
4086850,8589
141968,636
2404017,8589
634572,66208
203100,52
1731267,10032
866125,636
3371305,15695
2576396,16741
3411466,20299
1106829,20299
3934571,636
2164106,10032
160795,7660
2873435,10032
452155,1666
173399,20299
3323,3324
4336125,1345
340961,52
1217805,45951
2803271,25092
1486301,15695
628451,7660
323119,7660
1640584,20299
97201,8589
1418753,3090
3034952,52
663028,41434
1684,3252
274796,8416
1818848,24873
1075451,3324
1749560,3324
861712,7660
3911363,10032
