47976,84822
3119269,96677
861756,95056
2014483,189030
861712,7660
171464,636
2288606,118945
2904370,636
286346,67686
634572,66208
1006643,8589
1424190,636
3819503,189030
241185,348812
873600,35322
4065859,499661
1077944,10032
3411466,20299
1106829,20299
2383697,62433
22498,52
173399,20299
481949,189925
3323,3324
802830,15695
4336125,1345
1019085,34934
539224,78018
2803271,25092
1468360,10400
880258,281606
116541,78018
673911,251720
2616252,146342
323119,7660
1640584,20299
321247,10400
3135862,78018
1418753,3090
605896,52
663028,41434
2605094,148430
130596,78098
3371305,15695
2873435,10032
573156,7660
1015875,636
375115,96677
