id,triples,label,lpmln hard rules -q keyPerson(False Negative),lpmln hard rules -q not_keyPerson(True Negative),asp
776,"['Pizza_Hut', ""Francisco_D'Souza""]",0,"['keyPerson(\'Pizza_Hut\', ""Francisco_D\'Souza"") 1.0']","['not_keyPerson(\'Pizza_Hut\', ""Francisco_D\'Souza"") 1.0']","['keyPerson(""Pizza_Hut"",""Francisco_D\'Souza"")', 'not_keyPerson(""Pizza_Hut"",""Francisco_D\'Souza"")']"
975,"['Target_Corporation', ""Francisco_D'Souza""]",0,"['keyPerson(\'Target_Corporation\', ""Francisco_D\'Souza"") 1.0']","['not_keyPerson(\'Target_Corporation\', ""Francisco_D\'Souza"") 1.0']","['keyPerson(""Target_Corporation"",""Francisco_D\'Souza"")', 'not_keyPerson(""Target_Corporation"",""Francisco_D\'Souza"")']"
993,"['Telstra', ""Francisco_D'Souza""]",0,"['keyPerson(\'Telstra\', ""Francisco_D\'Souza"") 1.0']","['not_keyPerson(\'Telstra\', ""Francisco_D\'Souza"") 1.0']","['keyPerson(""Telstra"",""Francisco_D\'Souza"")', 'not_keyPerson(""Telstra"",""Francisco_D\'Souza"")']"
206,"['Accenture', 'Ashok_Vemuri']",0,"[""keyPerson('Ashok_Vemuri__1', 'Accenture') 1.0"", ""keyPerson('Accenture', 'Ashok_Vemuri') 1.0""]","[""not_keyPerson('Accenture', 'Ashok_Vemuri') 1.0""]","['keyPerson(""Accenture"",""Ashok_Vemuri"")', 'keyPerson(""Ashok_Vemuri__1"",""Accenture"")', 'not_keyPerson(""Accenture"",""Ashok_Vemuri"")']"
203,"['Accenture', 'Brian_Krzanich']",0,"[""keyPerson('Brian_Krzanich__1', 'Accenture') 1.0"", ""keyPerson('Accenture', 'Brian_Krzanich') 1.0""]","[""not_keyPerson('Accenture', 'Brian_Krzanich') 1.0""]","['keyPerson(""Accenture"",""Brian_Krzanich"")', 'keyPerson(""Brian_Krzanich__1"",""Accenture"")', 'not_keyPerson(""Accenture"",""Brian_Krzanich"")']"
202,"['Accenture', 'Diego_Della_Valle']",0,"[""keyPerson('Accenture', 'Diego_Della_Valle') 1.0""]","[""not_keyPerson('Accenture', 'Diego_Della_Valle') 1.0""]","['keyPerson(""Accenture"",""Diego_Della_Valle"")', 'not_keyPerson(""Accenture"",""Diego_Della_Valle"")']"
205,"['Accenture', 'Philippe_Dauman']",0,"[""keyPerson('Philippe_Dauman__1', 'Accenture') 1.0"", ""keyPerson('Accenture', 'Philippe_Dauman') 1.0""]","[""not_keyPerson('Accenture', 'Philippe_Dauman') 1.0""]","['keyPerson(""Accenture"",""Philippe_Dauman"")', 'keyPerson(""Philippe_Dauman__1"",""Accenture"")', 'not_keyPerson(""Accenture"",""Philippe_Dauman"")']"
209,"['ACE_Limited', 'Helge_Lund']",0,"[""keyPerson('ACE_Limited', 'Helge_Lund') 1.0""]","[""not_keyPerson('ACE_Limited', 'Helge_Lund') 1.0""]","['keyPerson(""ACE_Limited"",""Helge_Lund"")', 'not_keyPerson(""ACE_Limited"",""Helge_Lund"")']"
211,"['ACE_Limited', 'James_Goodnight']",0,"[""keyPerson('ACE_Limited', 'James_Goodnight') 1.0""]","[""not_keyPerson('ACE_Limited', 'James_Goodnight') 1.0""]","['keyPerson(""ACE_Limited"",""James_Goodnight"")', 'not_keyPerson(""ACE_Limited"",""James_Goodnight"")']"
210,"['ACE_Limited', 'Meg_Whitman']",0,"[""keyPerson('ACE_Limited', 'Meg_Whitman') 1.0""]","[""not_keyPerson('ACE_Limited', 'Meg_Whitman') 1.0""]","['keyPerson(""ACE_Limited"",""Meg_Whitman"")', 'not_keyPerson(""ACE_Limited"",""Meg_Whitman"")']"
